region,gender,age,occupation,monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,repaid
West Africa,Male,48,Informal worker,20,35.93,0.302,14,2.58,0,0.0,0.0,0,,,38.0,93.0,9,452.82,12,1
West Africa,Male,24,Trader,17,44.23,0.278,16,9.92,0,4.0,0.0,0,,,63.0,76.0,9,985.61,12,1
East Africa,Female,56,Trader,10,88.54,-0.696,6,4.19,0,1.0,0.0,1,0.815,14.4,31.0,40.0,7,75.61,8,0
West Africa,Female,44,Farmer,12,120.56,0.879,13,2.25,1,20.0,25.14,0,,,81.0,54.0,5,141.39,8,1
Southern Africa,Female,45,Trader,18,37.58,-0.963,18,2.94,0,4.0,0.0,1,0.475,12.9,58.0,92.0,3,120.67,24,0
West Africa,Male,53,Informal worker,19,12.65,0.424,14,3.03,1,63.0,9.56,0,,,52.0,29.0,4,162.25,12,1
East Africa,Male,50,Salaried,32,47.52,-0.321,13,2.75,0,9.0,0.0,0,,,59.0,74.0,5,325.68,8,0
West Africa,Male,38,Trader,17,30.22,-0.924,11,2.55,1,77.0,18.38,1,0.559,23.6,55.0,83.0,3,429.96,24,0
West Africa,Prefer not to say,40,Self-employed,32,71.07,0.573,19,3.32,1,24.0,38.47,1,0.845,14.2,31.0,67.0,12,522.06,4,1
East Africa,Male,28,Informal worker,11,55.66,-0.788,12,3.35,1,48.0,31.11,0,,,34.0,71.0,4,287.72,12,1
West Africa,Male,44,Self-employed,21,85.04,0.85,8,2.16,0,1.0,0.0,0,,,83.0,79.0,13,312.81,8,1
West Africa,Male,27,Trader,8,19.12,0.371,7,2.75,0,7.0,0.0,1,0.912,8.9,28.0,46.0,5,51.22,12,0
West Africa,Female,47,Farmer,37,97.24,0.686,30,15.19,1,90.0,36.4,1,0.873,7.3,57.0,75.0,5,1536.73,8,1
West Africa,Male,37,Informal worker,11,27.82,-0.269,10,3.67,0,9.0,0.0,1,0.855,3.9,56.0,44.0,1,347.0,4,0
East Africa,Female,29,Salaried,9,131.08,0.4,18,2.42,0,4.0,0.0,1,0.537,3.1,46.0,55.0,7,454.24,4,1
West Africa,Female,40,Self-employed,21,79.25,-0.689,14,2.97,0,3.0,0.0,0,,,51.0,77.0,6,374.22,8,1
East Africa,Male,61,Salaried,26,54.46,1.529,22,1.31,1,53.0,21.84,1,0.805,4.1,64.0,59.0,8,571.28,12,1
Southern Africa,Male,44,Trader,11,24.94,-0.261,15,3.47,1,57.0,43.32,1,0.616,5.4,8.0,66.0,5,139.94,12,1
East Africa,Male,34,Farmer,9,27.51,-0.264,3,2.44,1,96.0,15.9,1,0.783,10.4,38.0,64.0,2,420.45,4,1
East Africa,Female,39,Informal worker,20,50.99,-0.064,10,3.94,1,56.0,33.93,1,0.682,16.7,73.0,68.0,8,171.63,24,1
West Africa,Female,46,Trader,6,35.05,-0.473,12,3.41,0,3.0,0.0,0,,,61.0,93.0,6,326.11,4,1
Central Africa,Male,25,Self-employed,28,41.22,0.153,16,2.24,0,11.0,0.0,0,,,52.0,53.0,8,617.11,4,1
East Africa,Female,44,Informal worker,14,23.67,0.1,15,3.29,1,56.0,19.88,0,,,41.0,53.0,7,159.35,8,0
West Africa,Male,19,Salaried,14,84.9,0.363,10,2.74,0,1.0,0.0,0,,,76.0,75.0,3,384.3,12,1
Central Africa,Female,58,Self-employed,9,8.07,-1.115,10,0.93,0,16.0,0.0,1,0.682,10.2,34.0,15.0,1,365.13,4,0
Southern Africa,Prefer not to say,46,Trader,14,139.01,0.325,19,4.02,1,74.0,23.87,1,0.73,4.6,27.0,64.0,11,327.85,52,1
East Africa,Female,23,Farmer,1,24.91,-1.045,7,2.25,0,7.0,0.0,0,,,35.0,25.0,1,99.1,24,1
Central Africa,Male,39,Informal worker,8,15.74,-1.018,10,2.7,0,1.0,0.0,0,,,4.0,65.0,3,127.03,12,1
West Africa,Male,59,Salaried,9,32.54,0.717,15,2.49,1,56.0,15.89,1,0.441,28.8,32.0,46.0,3,300.3,8,1
Southern Africa,Prefer not to say,63,Informal worker,10,46.63,-0.557,6,2.08,0,23.0,0.0,0,,,36.0,64.0,2,502.46,4,1
Southern Africa,Male,24,Trader,13,57.28,-0.681,19,5.14,1,67.0,22.52,1,0.515,5.1,12.0,93.0,4,120.01,12,1
East Africa,Female,30,Informal worker,11,28.4,0.121,11,0.92,1,42.0,17.22,1,0.879,7.1,34.0,69.0,4,56.18,4,1
West Africa,Female,24,Trader,7,26.65,-0.495,15,1.52,1,72.0,27.38,0,,,42.0,41.0,1,121.4,8,1
West Africa,Female,35,Farmer,20,42.71,0.094,12,0.94,0,5.0,0.0,0,,,49.0,30.0,8,130.81,4,1
Central Africa,Female,58,Self-employed,16,70.62,-0.465,18,2.78,1,60.0,3.81,0,,,33.0,83.0,4,611.49,12,1
West Africa,Male,51,Trader,12,17.06,-0.042,12,1.93,1,43.0,35.77,0,,,31.0,85.0,6,248.36,8,1
West Africa,Female,30,Trader,20,33.79,0.514,16,1.42,0,5.0,0.0,0,,,28.0,41.0,3,359.76,8,1
Southern Africa,Male,33,Farmer,11,50.08,0.647,11,2.49,0,5.0,0.0,1,0.601,8.1,49.0,65.0,7,333.92,24,1
Southern Africa,Female,46,Salaried,12,34.93,0.532,14,5.18,0,15.0,0.0,1,0.744,0.4,23.0,66.0,3,298.36,24,1
West Africa,Male,46,Trader,6,19.43,-0.642,4,2.8,0,21.0,0.0,0,,,64.0,21.0,0,188.12,12,1
Southern Africa,Female,39,Trader,8,38.71,-0.578,11,3.94,0,1.0,0.0,0,,,37.0,77.0,5,116.57,8,0
East Africa,Female,37,Farmer,7,13.26,-0.042,11,4.08,1,51.0,15.8,1,0.834,19.9,37.0,74.0,3,235.56,24,0
Southern Africa,Female,61,Informal worker,19,12.78,-0.238,9,1.43,0,8.0,0.0,1,0.544,6.7,74.0,25.0,1,116.99,8,0
West Africa,Male,41,Trader,12,109.27,-0.172,9,1.22,0,1.0,0.0,1,0.751,19.7,60.0,74.0,5,139.63,8,1
West Africa,Male,54,Salaried,13,30.52,-0.914,7,1.05,0,4.0,0.0,1,0.745,59.3,26.0,43.0,2,128.56,12,1
East Africa,Female,63,Salaried,9,31.52,0.953,13,2.11,1,70.0,22.03,0,,,43.0,64.0,4,349.58,12,1
West Africa,Female,33,Farmer,10,14.57,0.077,9,2.79,0,9.0,0.0,0,,,47.0,61.0,2,841.95,8,0
East Africa,Male,54,Trader,34,23.98,-0.275,19,4.42,0,4.0,0.0,0,,,51.0,50.0,8,997.69,4,0
West Africa,Female,56,Farmer,5,29.64,-0.448,13,1.75,1,34.0,9.5,1,0.952,26.0,26.0,89.0,1,67.73,8,1
Southern Africa,Female,28,Trader,8,88.22,0.434,8,3.48,0,5.0,0.0,0,,,29.0,55.0,8,293.62,24,1
Central Africa,Female,28,Farmer,7,20.68,1.334,4,3.31,1,89.0,38.87,0,,,24.0,49.0,4,125.8,24,1
Southern Africa,Female,25,Salaried,14,54.64,0.111,9,3.13,0,5.0,0.0,0,,,40.0,60.0,3,155.39,12,1
Central Africa,Prefer not to say,46,Trader,14,74.5,0.352,10,2.07,0,2.0,0.0,0,,,87.0,82.0,5,240.51,8,1
Central Africa,Female,53,Trader,27,58.05,0.755,22,6.04,0,2.0,0.0,0,,,50.0,63.0,9,355.22,8,1
East Africa,Male,53,Trader,20,143.82,0.107,22,3.34,1,68.0,58.68,1,0.918,24.5,48.0,49.0,7,212.66,4,1
East Africa,Prefer not to say,36,Trader,31,62.76,0.883,17,2.79,0,9.0,0.0,1,0.796,6.7,48.0,85.0,10,601.28,24,0
Central Africa,Female,51,Trader,19,63.78,0.064,15,2.06,0,7.0,0.0,1,0.801,3.1,50.0,84.0,4,748.43,4,0
Central Africa,Female,19,Farmer,15,105.19,-0.632,7,3.11,1,74.0,14.18,1,0.757,15.4,27.0,47.0,2,968.61,8,0
Central Africa,Female,48,Salaried,11,66.59,0.077,12,4.06,1,58.0,35.21,1,0.518,30.9,31.0,63.0,4,117.12,24,0
Southern Africa,Female,40,Trader,19,46.19,0.238,15,3.71,0,12.0,0.0,0,,,61.0,56.0,7,960.72,24,1
West Africa,Male,57,Farmer,20,50.54,1.012,17,1.63,1,63.0,22.64,1,0.797,5.8,37.0,91.0,13,667.65,24,1
Central Africa,Male,63,Self-employed,11,96.39,0.65,15,5.31,0,13.0,0.0,1,0.675,0.4,12.0,74.0,4,260.3,12,1
Central Africa,Male,44,Informal worker,8,47.81,-1.315,6,1.17,0,8.0,0.0,0,,,71.0,16.0,1,127.87,12,1
Southern Africa,Female,47,Salaried,7,46.72,-0.828,9,0.99,1,57.0,20.77,0,,,55.0,21.0,1,46.56,4,1
Central Africa,Female,61,Farmer,12,54.31,0.941,13,6.5,0,0.0,0.0,1,0.744,3.6,8.0,78.0,1,316.74,4,1
East Africa,Male,34,Trader,14,67.17,-0.479,8,2.67,0,6.0,0.0,1,0.739,21.6,45.0,23.0,4,377.67,4,0
Central Africa,Male,24,Trader,7,20.12,-0.855,15,3.25,0,10.0,0.0,0,,,91.0,73.0,5,205.73,4,0
West Africa,Female,41,Salaried,22,38.36,-0.808,13,6.79,0,1.0,0.0,1,0.866,53.6,69.0,46.0,7,278.73,4,0
Central Africa,Male,34,Salaried,7,17.28,0.403,7,1.24,0,2.0,0.0,0,,,56.0,84.0,2,149.1,8,1
West Africa,Male,47,Farmer,26,87.18,0.157,18,5.61,0,2.0,0.0,0,,,40.0,73.0,7,181.07,4,1
West Africa,Male,54,Farmer,17,27.31,-0.803,15,4.71,0,10.0,0.0,1,0.74,0.2,17.0,37.0,5,415.02,12,0
West Africa,Female,41,Farmer,18,31.95,-0.376,16,5.24,0,9.0,0.0,0,,,58.0,80.0,10,485.78,8,0
East Africa,Female,32,Trader,27,74.77,-0.082,20,3.76,0,0.0,0.0,1,0.717,15.2,33.0,60.0,8,317.84,12,1
West Africa,Female,44,Trader,5,18.36,0.929,8,2.3,0,4.0,0.0,1,0.45,23.1,32.0,61.0,7,542.56,8,1
Central Africa,Male,38,Self-employed,20,81.51,0.715,18,3.85,0,2.0,0.0,0,,,56.0,86.0,7,401.57,4,1
East Africa,Male,26,Trader,14,33.67,0.317,15,7.79,0,19.0,0.0,0,,,60.0,88.0,8,365.99,12,1
Central Africa,Female,54,Farmer,13,112.01,0.364,16,2.96,0,15.0,0.0,1,0.866,7.8,34.0,57.0,2,459.6,12,1
West Africa,Prefer not to say,33,Informal worker,9,70.96,0.54,11,2.47,0,4.0,0.0,1,0.572,10.0,72.0,43.0,1,336.13,8,1
West Africa,Male,43,Farmer,17,151.43,1.549,20,1.45,0,1.0,0.0,0,,,47.0,57.0,8,1262.81,12,1
Southern Africa,Female,60,Self-employed,14,27.18,0.257,15,3.89,1,61.0,57.27,0,,,44.0,78.0,5,88.68,8,1
Southern Africa,Female,26,Trader,10,30.61,-0.373,10,3.4,0,3.0,0.0,0,,,59.0,45.0,2,109.92,8,1
East Africa,Female,38,Salaried,17,111.34,1.395,23,1.67,1,31.0,26.64,0,,,63.0,35.0,4,394.09,4,1
Southern Africa,Male,26,Trader,19,144.36,-0.219,20,6.51,1,48.0,14.56,0,,,76.0,96.0,5,167.2,8,1
Southern Africa,Male,38,Trader,13,15.93,0.536,12,6.81,0,6.0,0.0,0,,,31.0,72.0,1,312.71,4,1
East Africa,Male,32,Farmer,18,88.94,-0.362,19,5.42,1,80.0,50.75,0,,,67.0,76.0,6,96.04,4,1
Central Africa,Female,61,Salaried,13,41.52,0.019,9,2.87,0,0.0,0.0,1,0.868,34.8,25.0,82.0,5,205.99,12,1
Southern Africa,Female,32,Farmer,24,73.55,0.302,9,4.17,1,73.0,57.87,0,,,69.0,70.0,5,207.72,4,0
Southern Africa,Male,46,Trader,11,14.43,-0.513,10,1.4,1,96.0,12.49,0,,,56.0,47.0,5,101.84,8,1
East Africa,Male,24,Farmer,12,35.82,0.149,13,3.21,0,6.0,0.0,0,,,56.0,50.0,5,239.01,8,1
West Africa,Male,39,Trader,16,67.7,-0.425,10,4.27,0,7.0,0.0,1,0.543,7.6,77.0,81.0,2,58.25,4,1
West Africa,Female,57,Salaried,10,64.1,-1.314,8,2.51,1,68.0,13.24,0,,,71.0,22.0,5,217.59,12,0
Southern Africa,Female,49,Self-employed,14,37.74,0.251,13,1.64,1,35.0,22.03,0,,,39.0,41.0,4,245.39,8,1
Southern Africa,Male,31,Informal worker,8,57.22,-0.558,7,2.41,1,59.0,8.62,0,,,18.0,66.0,1,209.73,12,1
West Africa,Female,63,Farmer,4,55.12,-0.336,9,2.84,0,1.0,0.0,0,,,45.0,76.0,1,428.71,8,1
East Africa,Female,55,Informal worker,9,82.74,0.692,10,0.97,0,1.0,0.0,0,,,18.0,16.0,4,21.94,8,1
West Africa,Female,36,Informal worker,14,66.78,-0.117,17,4.63,0,7.0,0.0,1,0.856,2.1,29.0,70.0,8,578.8,24,0
West Africa,Female,63,Trader,10,137.05,-0.193,6,1.14,0,7.0,0.0,0,,,27.0,50.0,2,156.41,4,0
Central Africa,Male,26,Farmer,38,73.53,0.356,24,3.23,1,55.0,45.26,1,0.885,2.3,50.0,92.0,12,344.63,8,1
East Africa,Female,33,Informal worker,7,106.82,1.066,11,3.22,0,3.0,0.0,1,0.777,4.9,45.0,46.0,2,262.51,4,0
West Africa,Female,61,Salaried,27,35.78,-0.001,14,2.99,0,7.0,0.0,0,,,77.0,39.0,11,376.46,24,0
East Africa,Female,63,Farmer,8,21.24,-1.111,9,0.75,0,2.0,0.0,0,,,51.0,70.0,1,77.46,4,0
East Africa,Female,56,Salaried,4,45.54,-1.908,7,0.95,1,82.0,10.59,0,,,51.0,42.0,3,37.42,12,1
Southern Africa,Male,26,Salaried,20,10.67,0.524,12,3.18,1,70.0,25.62,1,0.639,50.8,51.0,76.0,10,323.88,12,1
Central Africa,Female,28,Self-employed,27,48.72,0.73,18,1.62,0,1.0,0.0,0,,,45.0,67.0,8,507.03,4,0
East Africa,Female,48,Self-employed,22,227.5,0.142,18,4.09,1,29.0,25.04,1,0.897,18.6,45.0,74.0,11,303.74,4,1
East Africa,Male,20,Trader,25,166.99,0.312,15,5.47,0,7.0,0.0,0,,,86.0,53.0,5,301.81,8,1
East Africa,Prefer not to say,64,Farmer,5,13.62,-0.49,8,2.23,0,13.0,0.0,0,,,76.0,43.0,4,523.12,8,1
East Africa,Male,62,Salaried,28,20.3,1.161,14,2.52,0,4.0,0.0,0,,,56.0,54.0,5,206.08,4,1
West Africa,Female,55,Salaried,22,26.65,-0.01,20,3.18,1,12.0,23.24,1,0.866,21.4,63.0,68.0,3,370.08,12,1
West Africa,Male,63,Trader,17,35.59,0.138,12,2.42,0,5.0,0.0,1,0.707,24.3,31.0,80.0,4,485.87,8,1
Central Africa,Male,28,Informal worker,30,68.35,-0.703,21,7.32,1,59.0,24.98,1,0.772,2.3,73.0,92.0,14,723.2,8,1
East Africa,Female,59,Salaried,13,65.2,0.186,11,3.28,0,13.0,0.0,1,0.569,0.1,35.0,59.0,4,176.47,8,0
East Africa,Female,30,Trader,4,62.56,-0.277,3,2.58,0,11.0,0.0,1,0.947,5.9,26.0,61.0,2,106.94,12,1
West Africa,Female,23,Farmer,12,108.79,0.144,6,1.7,0,8.0,0.0,0,,,11.0,79.0,4,315.36,24,1
Southern Africa,Female,30,Farmer,23,114.16,0.353,16,4.05,0,17.0,0.0,0,,,53.0,48.0,9,256.12,52,0
West Africa,Male,54,Farmer,12,8.39,-0.062,10,2.08,1,80.0,20.77,0,,,38.0,42.0,3,86.47,12,1
East Africa,Female,62,Informal worker,13,27.7,-0.597,8,4.22,0,11.0,0.0,1,0.682,20.4,13.0,60.0,4,107.31,8,1
Southern Africa,Female,46,Trader,13,14.04,-0.664,13,2.87,0,7.0,0.0,1,0.87,7.9,37.0,48.0,5,111.56,4,0
East Africa,Male,29,Salaried,8,154.73,0.177,16,2.08,1,36.0,13.86,1,0.672,7.5,29.0,45.0,3,478.93,4,1
Central Africa,Female,46,Trader,29,50.9,0.035,18,2.43,0,0.0,0.0,0,,,47.0,88.0,13,126.57,4,1
West Africa,Male,41,Salaried,13,21.95,0.127,8,3.09,0,2.0,0.0,0,,,48.0,60.0,3,314.37,24,1
Southern Africa,Male,42,Trader,23,90.45,0.312,18,2.83,0,13.0,0.0,1,0.707,12.4,51.0,87.0,3,132.5,12,1
Central Africa,Female,34,Salaried,9,29.42,0.197,14,3.59,0,5.0,0.0,0,,,54.0,62.0,3,121.83,8,1
East Africa,Female,24,Farmer,23,118.9,-0.369,14,2.5,0,6.0,0.0,1,0.774,7.7,39.0,37.0,5,258.71,4,0
Southern Africa,Male,34,Informal worker,9,30.87,-0.3,12,2.66,1,57.0,20.97,0,,,39.0,78.0,7,217.6,24,1
East Africa,Female,59,Trader,24,86.35,0.058,10,3.6,1,41.0,31.05,0,,,73.0,70.0,8,235.04,24,1
Southern Africa,Male,37,Farmer,43,20.84,0.504,10,6.51,1,36.0,44.29,0,,,53.0,42.0,11,800.74,12,1
Central Africa,Prefer not to say,18,Trader,23,343.44,0.321,20,5.03,1,90.0,21.88,0,,,83.0,55.0,9,278.95,24,0
Southern Africa,Male,34,Trader,15,69.95,-0.322,14,1.62,0,5.0,0.0,1,0.714,7.0,61.0,91.0,3,76.25,12,1
Central Africa,Male,39,Informal worker,7,31.09,-0.22,4,0.83,1,25.0,13.34,0,,,30.0,31.0,2,238.25,8,1
East Africa,Male,46,Trader,9,27.06,-0.033,10,3.25,0,12.0,0.0,0,,,13.0,67.0,4,1074.6,8,1
East Africa,Male,48,Self-employed,16,51.75,0.174,15,3.87,1,38.0,26.13,1,0.627,12.8,76.0,40.0,5,681.22,8,1
West Africa,Male,37,Farmer,27,83.67,0.16,12,6.21,0,10.0,0.0,1,0.742,5.3,86.0,96.0,7,1089.59,8,1
Southern Africa,Female,24,Trader,19,45.21,-0.295,9,5.18,1,64.0,28.62,1,0.861,55.2,50.0,83.0,4,879.4,24,1
Central Africa,Female,38,Self-employed,11,64.53,-0.289,22,4.04,0,2.0,0.0,0,,,69.0,73.0,5,271.31,12,1
East Africa,Female,18,Trader,11,37.62,0.788,12,2.11,1,95.0,37.21,0,,,21.0,26.0,4,329.12,8,1
West Africa,Male,41,Salaried,25,64.7,-0.433,17,3.63,0,5.0,0.0,1,0.673,4.1,85.0,79.0,12,534.43,12,1
East Africa,Female,38,Farmer,31,67.74,0.141,18,2.44,1,67.0,22.95,1,0.79,10.8,26.0,61.0,8,728.51,12,1
Southern Africa,Male,34,Informal worker,19,54.53,0.245,14,3.41,0,1.0,0.0,0,,,57.0,21.0,4,418.64,24,0
Central Africa,Female,49,Salaried,11,28.42,-1.042,3,3.06,0,4.0,0.0,1,0.785,4.6,41.0,53.0,0,180.99,52,1
West Africa,Female,53,Trader,11,43.37,-0.513,14,1.73,1,25.0,13.59,1,0.934,16.6,72.0,54.0,2,217.46,24,1
West Africa,Male,30,Informal worker,18,44.03,-0.442,13,4.02,0,18.0,0.0,1,0.606,15.3,30.0,59.0,4,469.54,8,1
East Africa,Male,41,Trader,13,33.16,-1.281,12,1.41,0,11.0,0.0,1,0.511,33.7,39.0,25.0,6,656.99,12,0
West Africa,Female,41,Informal worker,16,76.34,0.173,9,5.53,0,7.0,0.0,0,,,25.0,39.0,7,796.98,4,1
Central Africa,Male,41,Trader,7,20.22,-1.257,14,1.76,1,63.0,16.05,0,,,47.0,52.0,2,143.71,12,0
East Africa,Female,36,Trader,23,23.52,1.659,10,2.4,1,86.0,28.5,0,,,50.0,45.0,8,200.28,12,1
East Africa,Female,27,Trader,21,46.39,-0.257,13,2.45,1,66.0,22.12,0,,,36.0,42.0,4,259.92,52,1
West Africa,Male,26,Informal worker,19,72.4,-0.301,16,0.93,0,19.0,0.0,0,,,58.0,62.0,4,186.21,12,1
East Africa,Male,19,Self-employed,29,99.41,0.007,19,4.14,0,6.0,0.0,0,,,29.0,49.0,10,249.3,24,1
Central Africa,Male,20,Self-employed,23,93.59,0.251,9,5.4,1,28.0,21.16,1,0.863,5.3,43.0,74.0,6,369.05,8,1
East Africa,Female,56,Informal worker,8,23.34,-0.145,11,2.61,1,71.0,12.31,0,,,13.0,49.0,1,179.36,4,1
West Africa,Male,21,Salaried,10,40.1,-1.373,12,1.86,1,20.0,8.99,0,,,57.0,65.0,4,279.01,4,0
West Africa,Male,58,Salaried,24,232.01,0.595,23,3.27,1,85.0,32.44,0,,,41.0,36.0,3,718.47,4,1
Central Africa,Male,60,Farmer,22,28.2,0.407,17,3.27,1,88.0,10.87,0,,,85.0,59.0,7,384.39,12,1
Central Africa,Prefer not to say,29,Trader,13,45.01,-1.158,9,1.29,0,4.0,0.0,0,,,33.0,64.0,2,488.25,12,0
West Africa,Female,38,Informal worker,20,45.22,0.447,26,4.59,0,0.0,0.0,0,,,34.0,72.0,6,384.37,8,1
East Africa,Female,34,Trader,33,174.27,-0.092,14,3.63,0,11.0,0.0,0,,,54.0,29.0,10,449.91,4,1
West Africa,Prefer not to say,36,Salaried,12,30.0,-0.624,12,1.16,1,72.0,10.31,0,,,41.0,23.0,1,216.5,12,0
East Africa,Female,34,Farmer,16,39.97,-0.311,15,5.21,0,7.0,0.0,1,0.48,0.3,57.0,60.0,5,154.62,8,1
West Africa,Female,34,Trader,24,26.85,-0.466,15,3.17,1,21.0,38.83,1,0.788,7.1,21.0,90.0,4,596.72,4,1
Southern Africa,Male,50,Salaried,19,26.46,-0.673,14,3.54,1,56.0,11.75,0,,,42.0,39.0,3,824.93,4,1
Central Africa,Male,37,Trader,12,39.68,1.382,14,2.03,0,3.0,0.0,0,,,47.0,90.0,4,234.44,8,1
West Africa,Female,26,Self-employed,19,100.3,-0.844,7,4.68,1,85.0,40.19,0,,,84.0,78.0,9,1189.13,4,1
East Africa,Male,35,Self-employed,12,79.05,0.237,12,1.19,0,2.0,0.0,0,,,18.0,27.0,3,254.17,8,1
West Africa,Male,63,Informal worker,16,38.94,-0.172,14,2.06,0,2.0,0.0,0,,,38.0,53.0,3,473.34,8,0
West Africa,Female,64,Informal worker,31,74.46,1.85,18,6.67,1,46.0,74.08,0,,,57.0,69.0,17,945.87,4,1
West Africa,Female,20,Trader,6,31.56,0.288,10,1.02,1,41.0,27.12,0,,,30.0,76.0,1,186.79,4,1
West Africa,Male,45,Farmer,17,58.22,-0.655,21,1.53,0,12.0,0.0,1,0.802,12.3,35.0,55.0,5,788.8,4,0
Central Africa,Male,63,Salaried,14,46.26,-0.313,14,1.74,1,34.0,27.53,0,,,67.0,64.0,9,897.21,12,1
West Africa,Male,27,Trader,12,43.25,0.501,15,3.46,1,59.0,34.76,0,,,56.0,83.0,6,49.48,4,1
Central Africa,Male,21,Trader,12,47.3,-0.133,16,2.61,1,86.0,7.43,1,0.796,7.5,43.0,61.0,1,267.43,52,0
West Africa,Male,27,Farmer,11,66.01,-0.861,13,1.89,0,18.0,0.0,0,,,43.0,39.0,5,816.15,12,1
East Africa,Female,32,Informal worker,32,44.24,-0.049,17,3.63,0,3.0,0.0,0,,,62.0,52.0,13,491.81,8,1
East Africa,Female,61,Informal worker,11,18.49,1.196,18,3.09,1,67.0,20.76,0,,,49.0,59.0,5,187.45,24,1
Central Africa,Male,29,Trader,11,26.11,-0.476,5,1.22,1,64.0,10.32,0,,,34.0,12.0,2,119.81,12,1
West Africa,Male,33,Trader,10,26.48,-0.01,16,5.75,0,2.0,0.0,0,,,74.0,77.0,4,443.96,12,1
West Africa,Female,30,Salaried,31,173.21,0.968,22,2.09,0,7.0,0.0,0,,,80.0,60.0,10,1022.7,8,1
Southern Africa,Male,36,Trader,12,57.4,-0.765,19,5.14,1,49.0,12.71,1,0.741,0.2,55.0,44.0,7,298.14,8,1
Southern Africa,Male,64,Trader,15,30.95,0.683,9,1.53,1,58.0,24.82,1,0.87,4.4,49.0,43.0,2,190.29,12,1
Southern Africa,Male,21,Trader,14,37.12,-1.456,13,3.67,1,83.0,22.27,1,0.709,11.3,58.0,71.0,3,346.78,8,1
West Africa,Female,39,Salaried,11,53.95,0.752,13,1.62,0,0.0,0.0,0,,,53.0,54.0,6,245.52,4,1
West Africa,Male,46,Trader,14,59.29,0.22,12,2.09,0,8.0,0.0,1,0.611,26.4,58.0,83.0,3,384.03,24,1
Southern Africa,Male,23,Farmer,13,169.37,0.336,6,1.8,0,2.0,0.0,0,,,54.0,37.0,3,271.16,8,1
East Africa,Female,20,Farmer,11,25.37,-0.296,19,3.4,1,47.0,31.78,0,,,38.0,67.0,2,747.24,12,1
East Africa,Female,64,Trader,23,97.02,-0.244,15,4.48,0,1.0,0.0,0,,,40.0,62.0,7,212.38,8,1
West Africa,Female,30,Self-employed,20,245.53,1.331,17,4.16,1,96.0,29.17,1,0.66,19.9,49.0,75.0,6,203.71,24,1
West Africa,Female,29,Salaried,16,44.26,1.459,13,5.43,0,4.0,0.0,0,,,36.0,27.0,4,183.68,4,1
Central Africa,Female,34,Informal worker,24,58.8,0.331,10,4.13,0,17.0,0.0,0,,,41.0,91.0,10,170.34,4,0
Southern Africa,Male,21,Farmer,6,25.53,0.506,12,1.39,1,81.0,18.38,1,0.841,47.9,41.0,35.0,4,673.22,24,1
West Africa,Male,24,Trader,13,47.17,0.247,11,5.11,1,57.0,36.9,0,,,45.0,66.0,7,452.98,24,1
Central Africa,Male,19,Informal worker,21,40.77,-0.454,12,3.47,0,4.0,0.0,1,0.883,1.6,56.0,65.0,4,199.34,8,1
East Africa,Male,43,Trader,4,70.73,0.893,8,0.98,1,85.0,11.16,0,,,36.0,48.0,2,777.78,8,1
West Africa,Male,39,Informal worker,6,48.77,-0.599,8,1.82,0,4.0,0.0,1,0.583,8.6,37.0,42.0,0,179.04,24,0
East Africa,Male,30,Trader,9,27.87,0.257,10,2.04,0,3.0,0.0,0,,,70.0,96.0,4,304.69,4,0
Southern Africa,Female,61,Informal worker,7,77.25,-0.101,9,2.2,0,14.0,0.0,1,0.84,22.3,38.0,52.0,1,105.59,24,0
East Africa,Female,32,Farmer,29,75.49,0.738,13,3.65,0,4.0,0.0,1,0.942,21.2,68.0,32.0,7,149.55,52,1
East Africa,Male,18,Farmer,12,40.53,-0.46,8,1.76,1,68.0,8.22,0,,,66.0,9.0,6,271.4,4,0
Southern Africa,Male,22,Trader,25,127.64,0.685,21,1.06,0,8.0,0.0,1,0.695,0.4,39.0,89.0,8,199.22,4,0
West Africa,Male,52,Trader,22,50.94,-0.322,14,3.01,1,30.0,17.19,1,0.72,13.4,24.0,51.0,3,120.1,24,1
Central Africa,Male,43,Farmer,15,57.57,1.214,14,2.46,0,17.0,0.0,1,0.494,8.7,71.0,70.0,3,673.49,4,1
East Africa,Male,30,Farmer,17,49.11,0.084,12,1.93,1,39.0,9.79,0,,,78.0,49.0,3,193.82,12,1
East Africa,Male,29,Self-employed,24,111.53,-0.021,5,4.78,1,78.0,17.67,1,0.614,15.4,48.0,44.0,5,203.92,24,0
Southern Africa,Male,28,Farmer,17,12.33,0.217,10,2.18,1,52.0,16.3,0,,,89.0,61.0,7,321.44,8,1
East Africa,Prefer not to say,37,Trader,13,71.88,0.785,26,1.13,1,86.0,40.85,1,0.827,6.9,67.0,54.0,7,144.97,24,1
East Africa,Female,51,Farmer,19,25.99,-0.348,20,0.99,0,6.0,0.0,0,,,21.0,27.0,0,232.37,4,0
East Africa,Female,47,Farmer,5,63.47,-1.021,13,0.96,0,2.0,0.0,1,0.895,5.9,61.0,42.0,1,78.28,24,1
Central Africa,Male,53,Salaried,20,24.32,-0.234,9,7.98,0,0.0,0.0,0,,,57.0,82.0,5,159.6,8,1
